Content;Label
Sangat membantu utk membuat janji temu. Fitur chat bersama dokter jg mudah dan sangat jelas. Call centernya jg ramah.;Positif
Sangat membantu;Positif
Saya menjadi pasien Siloam Sejak Tahun 2012 hingga saat ini, sudah banyak pertolongan medis yang diberikan dengan pelayanan sangat bagus, dokter dan para perawat serta apoteker yang sudah kenal.dengan saya sudah seperti keluarga.;Positif
Bagusss;Positif
Saya sangat kecewa dg pelayanan RS SILOAM KUPANG. krna istri saya baru lahiran trus di kasih kartu kontrol 1 kali oleh dr. Irkania prasanka utk kontrol minggu depannya. Setelah seminggu saya dtg ke administrasi siloam dan dilayani sama pegawai nama rifan. Si rifan dan pegawai² dalam RS tersebut sdh tau bahwa dr. irkania prasanka ini udah habis jadwal kontrolnya. Tapi masih tetap juga dia daftarkan krtu kontrol saya. Alhasilnya hangus gk bisa terpakai krna jam krja dr irkania prasanka sdh selesai;Positif
Aplikasi bagus dan mudah digunakan;Positif
Selama hampir 1 thn lbh saya berobat jln /checkup ke dktr spesialis jantung saya sangat puas dgn smua pelayanannya dr mulai non medis tenaga medis semua ramah.;Positif
Cukup membantu;Positif
Terima Kasih RS.Siloam Makassar;Positif
Sangat memɓantu;Positif
Nice app;Positif
Buat cek kesehatan lewat aplikas ...mantap;Positif
Kode otp selalu gagal;Negatif
Terima kasih,pasien kami yg datang ke RS Siloam selalu di layani dengan baik 🙏;Positif
Ok;Positif
Mantap;Positif
Pemberian Obat dari Apotik terlalu lama...🙏;Positif
𝖴𝗇𝗍𝗎𝗄 𝗉𝖾𝗇𝗀𝖺𝗆𝖻𝗂𝗅𝖺𝗇 𝗋𝖾𝗌𝗎𝗆 𝖽𝗂 𝗆𝗇𝖺 𝗒𝖺... 𝖠𝗉𝖺 𝖺𝗉𝗅𝗂𝗄𝖺𝗌𝗂𝗇𝗒𝖺 𝖳𝖾𝗋𝗂𝗆𝖺 𝗄𝖺𝗌𝗂𝗁 𝗌𝖾𝖻𝖾𝗅𝗎𝗆 𝗇𝗒𝖺;Positif
Aplikasi yg sangat membantu dan memudahkan pasien;Positif
Kkxiass DtSciphirxWy05puvC .HHCyl;Positif
Tidak bisa memberi rating / feedback dari aplikasi;Negatif
👑⌚w WW;Positif
Mengecewakan sekali dengan petugas pendaftaran khususnya di bagian periksa mata.. bertanya boleh tapi harus pada kapasitas kamu bertanya..mau berobat minta bantuan orang lain..tidak ada hubungannya dengan kamu..kamu sudah tau pembayaran pakai apapun tidak perlu kamu bertanya klo mau berobat mnt bantuan donatur.. Yg tidak bijaksana jaga etika berbahasa dan bertanya.. sesuai kapasitas kamu sebagai penerima pendaftaran..saya tidak suka dengan sikap bertanya bapak pendaftaran bagian mata;Negatif
Aplikasi mudah;Positif
Sangat Membantu;Positif
Simple dan memudahkan;Positif
Untuk saat ini sangat bagus pelayanan nya.;Positif
Rumah sakit umum dengan kualitas internasional;Positif
Hr ini selasa tgl 13 juni jadwal kontrol sy ke siloam lippo karawaci.dibagian pelayanan rwt inap jln diminta surat rujukan faskes 1 pdhl pd bln sblumnya sy sdh tanya ke perawat bagian poli jantung tdk bw surat rujulan lg sbb tiap bln sdh kontrol akhirnya sy pulang to minta surat rujukan faskes 1 to dtng rabu besok .mhm kebijaksaanannya agr minta surat rujukan bisa diminta lg bln dpn krn tiap bln sy kontrol ada datanya komputer .rmh sy ke siloam lippo village karawaci perjalan 1 jm naik motor.mks;Negatif
Terimakasih atas layanan terbaiknya;Positif
Semoga pelayanannya di tingkatkan lagi;Negatif
Pelayanan mulai dari pintu masuk, igd , para suster dan dokter sangat cepat. Cekatan dan memuaskan. Hospital kelas B yg menerima BPJS dan KIS. Pelayanannya tidak membeda2 kan antara pasien dgn bpjs kis dgn pasien2 regular. Maju terus Siloam;Positif
Antrian lama, tidak jelas, pelayanan buruk. Tidak mengutamakan kepuasan konsumen Lebih hebat pelayanan puskesmas👎;Negatif
Sangat memuaskan pelayananya;Positif
Rumah sakitnya saja bagus, manajemen apoteknya jelek sekali, obat 1 biji yg harganya tak seberapa antrinya sampe 1,5 jam, masih lebih bagus RS kecil yg manajemen antri tunggu obatnya jauh lebih tertib dan tidk lama. Rugi waktu. Mana aplikasinya juga pas hari H barcode janji temunya tiba2 hilang.;Negatif
Bagus;Positif
Penerimaan dan pelayanan terhadap Customer memuaskan;Positif
Pelayanan bagus;Positif
kenapa jadwal dokternyateh tidak sesuai diaplikasi kan jd bingung yah😊;Negatif
Pelayanan ramah;Positif
Di perlukan seperti kluarga. Ramah bersih disiplin perawat &dokter nya super ramah pelayanan sangat memuaskan. Sehat2 selalu buat para pengurus Rs siloam cikrang.;Positif
Ok;Positif
Pelayanan terbaik cuman di Rumah sakit siloam, perawat, dokter, security, semua krunya ramah. Sebagai pasien BPJS, tidak membeda2kan pasiennya. Perwatannya luar biasa. Terbaik. Panjang umur orang2 baik. Tuhan menyertai ❤️;Positif
Tetap pertahankan dan tingkatkan terus kualitas layanan yang cepat dan mudah seperti sekarang, terimakasih untuk semua petugas medis dan peramedis serta petugas farmasinya, gizi fan kebersihan karena telah memberikan pelayanan terbaik yang tanggap, memahami dan berempati yang tinggi.;Positif
Applikasi ini memudahkan untuk resrvasi dan pastinya membantu untuk followup hasil pemeriksaan lab maupun diagnostik lainnya. Thanks Siloam;Positif
Sangat baik;Positif
Dear, siloam hospital. Pelayanan baik tenaga medis maupun no medis sangat baik dan memuaskan. Tapi bisakah untuk permasalahan no antrian diperbaiki. Sudah online tetapi harus kembali daftar. Kebanyakan menunggu,;Positif
Selama sy di rawat selama 1 mnggu di kamar 5057 RS. Siloam Pelayanan dr admin, perawat & dokter semua melayani dgn baik & cepat tanggap Terima kasih utk pelayanannya ya 👍🙏;Positif
Ok;Positif
Gabisa self check in di aplikasi, dan selalu minta data diri, cape bgt bolak balik ngisi data diri yg ribet nya minta ampun;Negatif
Sangat buruk .. sudah buat janji temu di hari pertama alasan cuti , datang lagi alasan karna dokter kuliah . Gk ada konfirmasi kalau dokter gk datang padahal sudah buat janji temu .. rumah sakit sebesar ini tapi kwalitas layanan sangat buruk;Negatif
Mohon informasi nya. Pada saat saya melakukan janji temu, mengapa tertulis tidak memenuhi syarat untuk self check in?;Negatif
Sangat membantu;Positif
Pelayanan ramah dan memuaskan di semua bagian. Sangat membantu dan rekomended, terima kasih siloam terima kasih Dr. Renny pratiwi Sp.OG;Positif
Mantap;Positif
Perbedaan pengalaman bayar pake umum dan asuransi, pelayanan beda banget ,tolong perbaiki saya udah sering kesini,tapi pertama kali saya make asuransi responnya beda banget lebih mengecewakan;Negatif
Sangat bgus dn memudhakan pasen utk buat janji sma dokternya, semua staffnya ramah², bhkan dokternya juga sangat baik dn ramah², kinerjnaya sangat cepat.;Positif
Sangat memuaskan;Positif
The best;Positif
setiap pelayanan di siloam selalu lambat;Negatif
Pelayanan nya sangat memuaskan;Positif
Memudahkan dan mempercepat proses pengobatan pasien;Positif
Ku daftar ud pake lengkapi data, 3bulan aman2 aja, skrg dftr mlh disuruh lengkapi data diri lg. Tolong jgn dibuang dong datanya, gk smw org rajin buka2 dompet buat liatin katepenyaaa;Negatif
Baik;Positif
Best hospital app;Positif
Sangat membantu;Positif
Satu-satu nya aplikasi RS terbaik.. Sangat memudahkan dalam berobat tanpa harus antri lama 🥰;Positif
the best hospitals;Positif
Pelayanan baik;Positif
Bagus;Positif
Asyik main hp;Positif
Pelayanannya sangat baik 👍👍👍👍👍;Positif
Siloam mso ali;Positif
Profesional pelyanan prima;Positif
Adik saya sdh 2 malam di UGD tidak di tangani dokter spesialisnya dgn alasan dokter blum datang, Kalau dokternya lagi berlibur kenapa tidak di rujuk saja ke rumah sakit yang standby dokter spesialisnya bukan malah di simpan di UGD terus sambil di beri obat pereda nyeri pdhal butuh penanganan serius.. Masa gara2 hari libur pasien jadi korban menunggu pdhal butuh penanganan segera..;Negatif
Best lah, sangat membantu;Positif
Aplikasi oke, mudah dimengerti dan sangat membantu pasien dalam membuat janji temu dengan dokter;Positif
Good job, my Siloam memberi kemudahan dlm pengobatan, utk konsul jg sangat mudah dgn cepat langsung di respon. my Siloam tetap jd yang terbaik💪;Positif
Pelayanan super nice untuk rawat inap kelas 1 thanks;Positif
Semua lambat kecuali dokter nya Bagus. Pelayanan rumah sakitnya kurang puas;Negatif
Puji Tuhan, akhirnya amiin;Positif
Koq gak bisa di download ya ?;Negatif
Pelayanan memuaskan.;Positif
Luar biasa;Positif
Membantu;Positif
Keren;Positif
sangat bagua;Positif
Pelayanan kesehatan sangat lengkap dan memuaskan, dokter dan perawat ramah banget dan saya mendapatkan obat untuk diminum secara rutin dan hasilnya saya sekarang sudah mulai sehat kembali...terima kasih dokter, perawat dan juga siloam...;Positif
Sangat memuaskan;Positif
Cepat dan tepat;Positif
Mudah digunakan, terintegrasi dengan semuanya 👍🏻👍🏻👍🏻👍🏻;Positif
Mantaapp....;Positif
Sangat baik;Positif
Bagus pelayanan nya;Positif
Aplikasinya sangat membantu, Rumah sakit nya bersih dan pelayanannya cepat dan sangat ramah baik itu pelayanan secara langsung maupun secara telekomunikasi via telp dan wa;Positif
Informasi nya lengkap dan terupdate.. bagus sekali;Positif
Cuma ditambahi no kontak grup klinik siloam di aplikasinya dong;Positif
Mau konsultasi diabetes gmn ya;Positif
sangat baik;Positif
Bagus;Positif
Pernah saya bawa istri saya sudah berobat dari Puskesmas sudah ada hasilnya dibawa ke my Siloam malah gratis;Positif
Semuanya Sangat Memuaskan. Siloam Is The Best 👍🏻👍🏻👍🏻👍🏻👍🏻;Positif
Pelayanan untuk pesera BPJS Bagus;Positif
Pengalaman yang sangat menyenangkan. Sangat cepat. Trmksh;Positif
Wifi RS jelek🗿;Negatif
awesome;Positif
Pelayanannya cepat dan tepat.;Positif
Sangat baik;Positif
Terima kasih atas pelayanan yg diberikan .. Salam sukses terus untuk RS Siloam 🙏;Positif
Baik dan pelayanan cepat;Positif
Mempermudah pengguna...semoga sukses selalu...bravo;Positif
Mantap jd praktis;Positif
Ok;Positif
Tracking antrian sekarang tidak bisa, sebelumnya bisa tau kita antrian keberapa. Mohon kembali diaktifkan.;Negatif
Pelayanan terbaik;Positif
Sangat Praktis tidak perlu ribet daftar dulu di RS;Positif
Ok;Positif
Bgaimana cara untk mengaktifkan fitur dpat chat dgn dokter;Negatif
Saya sangat senang bisa tambah pengetahuan tentang ksehatan.;Positif
Cba untuk perserta bpjs bisa daftar online dri aplikasi biar supaya gampang cri tujuan polikliniknya. yg bisa daftar online pke aplikasi hanya yg bisa bayar saja sedangakan yg pke bpjs tidak bisa.. jadi sya uninstal saja soalnya tidak berguna untuk peserta bpjs..... terimakasih;Negatif
Mudah dalam pengaksesan aplikasinya;Positif
Rs.jantung dengan pelayanan yg sangat baik;Positif
Alur jelas dan pelayanan cepat;Positif
membuat janji temu sesuai dengan hari/jam yg diinginkan. melihat profil dokter yang akan dituju. dapat melihat hari dan jam layanan dokter yang tersedia. riwayat pasien yang tersimpan di portal pasien.;Positif
Saya sangat suka .. Pelayan@ ramah.dan bagus Smoga siloam asri makin sukses dan terdepan;Positif
Yang di perlukan dari layanan kesehatan masa kini adalah seperti ini. Terimakasih Siloam~ ❤️;Positif
Pelayanannya sangat memuaskan;Positif
Pelayanan sangat memuaskan;Positif
Thanks siloam... Good job...;Positif
Pelayanan yang luar biasa sangat menyenangkan di RS Siloam Balikpapan;Positif
Bagus;Positif
Sangat bermanfaat;Positif
Sangat ramah, profesional;Positif
Dokter dan perawatnya ramah ramah;Positif
Sangat baik;Positif
RS Siloam rumah sakit yg paling baik;Positif
Bersih,ramah, profesional;Positif
klo mau chat dengan dokter kok di minta masukin kode akses itu maksudnya kode apa kan saya gak dpet kode trkecuali otp;Negatif
Josssss mantaapppp wessss;Positif
Sangat baik;Positif
Sdm nya profesional dan berpengalaman tinggi;Positif
Sudah Bagus;Positif
bagus pollll;Positif
keren;Positif
mantap;Positif
Aplikasi sangat bagus sangat membantu;Positif
Apk nya sangat membantu, Pelayanan di igd RS siloam bekasi timur sangat baik juga proses tindakan cepat dan sigap, Perawat dan dokternya sangat responsif dan ramah;Positif
Fasilitas sangat lengkap, pelayanan kelas rasa sultan;Positif
Alpikasi apa ini ajing;Positif
Pelayanan bagus, lebih ditingkatkan;Positif
Aplikasi ini Sangat membantu yang belum tahu mengetahui nama obat dan resep;Positif
Tidak bisa di bagian pembayaran;Negatif
Aplikasi sangat akurat dan membantu sekali utk memilih dokter yg akan dituju dan dapat memilih jam janji temu sesuai kebutuhan. Tracking selama kunjungan juga sangat membantu. Termasuk portal pasien. Lengkap dan dapat menjadi acuan riwayat pasien. Terimakasih siloam.;Positif
Sy senang DTG Siloam BPJS,pelayanan baik skli dgn dktr2nya,mulai dari administrasi, security, perawat nya juga.. semuanya baik sekali.. terima kasih pelayanan nya;Positif
Bagus;Positif
Pengalaman pelayanan dan terintergrasi yg sangat memuaskan. Trima kasih;Positif
Uu ypho 🔙😃😚:OB-):-PB-)≧ω≦;Positif
Sangat membantu sekali;Positif
rs terbaikkk ,kualiatas ok, akses mudah dan csnggih cepst tepat;Positif
Humanis dan Profesional dalam pelayanan kesehatan. Terimakasih banyak Siloam hospital Ambon.;Positif
Keren bangetttt! Semua nge-link ke Aplikasi. Antrian Virtual dan Portal Pasien membantu banget... sangat up to date semua bisa cek di aplikasi!;Positif
Saya tidak dapat surat rujukan. Trimakasih;Negatif
Yang datang lebih awal, dipanggil paling akhir,,, memang bedebah petugas nya, penilaian saya 1-10 Saya hanya bisa nilai 1.;Negatif
Sangat suka;Positif
Dokter nya ramah n baikk!!pelayanan rumah sakit bagusss bgttt wajib download my Siloam👍🏻🥰;Positif
puas dengan pelayanan yang tidak lama baik dalam antrian pendaftaran ataupun pemeriksaannya;Positif
Nama ku widianto alamat jlr 25.d.6.no.63.ds.srijayabaru.kc.airsugihan.palembang.sumsel. umur ak 61.th pengalaman bisnis skrng pekebun sawit;Positif
Perbanyak Fitur untuk mempermudah Pasien untuk Daftar atau Konsultasi dengan Dokter Salam Sehat dan Sukses Selalu;Positif
Sinergi aplikasinya sangat baik. Saya tidak perlu bolak balik membawa hasil test antar RS Siloam. Semuanya terintegrasi dengan baik. Saya bisa re-lookup hasil lab atau resep obat yang diberikan dokter apabila dibutuhkan untuk Dokter yang sedang memeriksa kita saat ini untuk keperluan diagnosa. Bisa melakukan reservasi dokter dengan baik meski pada akhirnya mau datang jam berapapun sistemnya akan FIFO (FirstInFirstOut). Perlu pengembangan integrasi dengan Asuransi seperti Halodoc agar lebih baik;Positif
Great;Positif
Gak bisa diinstall, buang2 kuota aja😤;Negatif
Semua staf dan dokter sangat ramah dan sangat membantu;Positif
Jalur Bpjs gk bisa boking;Negatif
Pelayanan yg bagus. Luarr biasa;Positif
Bru download mdh2n besar manfaat nya;Positif
Memuaskan dan lengkap pelayanan, sesuai harapan dari keluarga pasien;Positif
Baik pelayanannya;Positif
Aplikasi ini sangat tidak membantu. Saya melakukan appoitmen di my Siloam H-3 , lalu dapat notif wa dari Siloam yg ada tanda centang verified nya untuk pengingat jadwal kunjungan, urutan kelompok jam dan jam kunjungannya. Kemudian H-2 ada wa dari nomer wa Siloam yg tanpa centang hijau verified di akunnya. Menyampaikan bahwa jam praktek dokter berubah lebih siang, dan minta diabaikan wa selain yg disampaikan di wa ini. H-1 dapat wa lagi dari nomer WA Siloam yg centang hijau, jamnya beda;Negatif
Aplikasi mySiloam sngt membantu. Rumah sakit terbaik di indonesia dokter2x ahli dlm bidangnya dan care . Pelayanan profesional, hanya saja u pelayanan peserta BPJS di Siloam Makassar antrinya sangat lama . Hrs dicarikan solusi biar tidak capek nunggunya ..mksh 👍👍;Negatif
trimakasih siloam, pelayanan yg sangat baik walaupun dari bpjs tetap memuaskan trimakasih siloam;Positif
Sippp oke...;Positif
Pelayanan ok, perawatnya respon ok,;Positif
Baik menyenangkan;Positif
Baik utk pelayanan;Positif
Sippp;Positif
Pelayanan Rumah Sakit beserta petugas kesehatannya sangat memuaskan;Positif
Sangat memudahkan untuk buat janji ketemu dokter, terus tingkatkan team Siloam!;Positif
Kecewa sama pelayanan susternya;Negatif
Excelent apps registration process.;Positif
Health is important fur your life;Positif
Percuma ada aplikasi kalo booking sudah pas hari H dokter penuh.;Positif
Alangkah lebih baik apabila ada counter khusus untuk pengambilan stiker nama setelah self check in untuk fisioterapi/rehab medik seperti poli yg lain jadi tidak usah antri di lobby depan. antriannya banyak bangeett;Positif
Aplikasi yang memudahkan d an sangat membantu;Positif
Batre cepat habis;Positif
Mantap;Positif
Pelayanan sdh bagus;Positif
App nya bagus seh hanya saja kok jadi lebih lama dpd manual ya ??? dr Konsul sampai dengan pembayaran list obat cepat tiba giliran kirim obat lama padahal kita buat pengiriman instant gojek biar cepat. Kita hub farmasi gak ada balas. Hadehhh ...;Positif
Good job;Positif
👍👍👍👍👍;Positif
Pelayanannya memuaskan;Positif
Pelayanan yang sangat baik;Positif
kenapa aplikasi tidak bisa dipakai ya?muncul tulisan periksa koneksi internet anda....kaya gitu terus padahal sinyal juga ga ada masalah🤦;Negatif
Gudd;Negatif
sangat membantu;Positif
Semoga aplikasi nya lancar;Positif
Mantap;Positif
Smoga bisa lebih ditingkatkan layanannya,karywannya lebih ramah dan senyum.;Positif
Selamat pagi ibu bapak, mohon informasi y,apakah bisa Aplksi my Siloam ,bisa di akses untuk Pasien rujukan BPJS kesehatan.trimaksih;Positif
Perubahan sistem layanan sering eror;Positif
Aplikasi sampah;Positif
Antriannya sangat lama. Seharusnya prosesnya bisa lebih cepat;Negatif
Bagus...;Positif
Sya kurang suka sama bagim administrasi termasuk bagian asuransi yg sangat tidak memberikan solusi terkait pengurusan klaim asuransi Biaya pengurusan nya mahal tidak sebanding sama pelayanan admin. Di loket juga tidak banyak antrean tapi mrk tdk menjelaskan dg benar.;Negatif
Ok;Positif
Rumah sakit besar dengan pelayanan yg sangat2 buruk,mau ngurus apa2 sangat lama sekali dan harus bolak balik.parah la pokoknya;Negatif
Aplikasi yang sangat membantu;Positif
Aplikasi yang tidak berguna, terkesan memaksakan pasien menggunakan aplikasi ini namun fitur tidak berguna dan bahkan mempersulit pasien. Sampah;Negatif
Baik;Positif
Puas tp y da beberapa yg kurang;Positif
Daftar nama dokter tidak langsung ada dipilihan;Positif
Luar biasa;Positif
Pasien BPJS di bikin susah,birokrasi terlalu berbelit-belit. Tolong untuk pelayanan di apotek jgn terlalu lambat,,saya sp tunggu 1 jam lebih hanya utk ambil surat rujukan. Harus y dipisahkan khusus utk rujukan dan ambil obat! Lambat sekali !;Negatif
👍👍👍👍👍;Positif
Sangat membantu dalam proses pendaftaran dan lsinnya;Positif
Pelayanan sangat baik, dokter,perawat, BPJS, n management- Gbu all;Positif
Pelayanan nya memuaskan & ramah2;Positif
Knp hrs di perbaharui?gak semua yg aplikasi hp nya py memori besar,bikin ribet aja;Negatif
Baru beberapa hari di update sudah minta di update lagi;Negatif
membantu banget;Positif
Mantaps;Positif
Alhamdulillah selama dirawat di RS Siloam perawat N dokter'y baik semua terima kasih;Positif
"Apaan apa"" di perbaharui Mulu pas mo buru"" pake jdi ribet !!";Negatif
Hospitals yg bagus dr dokter, perawat dll;Positif
Rumah skit nya nyaman dan bersih ,pelayanan nya jg bagus dan ramah2,dokternya jg ramah dan baik;Positif
keren;Positif
Mantap;Positif
Pelayanan memuaskan;Positif
Mantap;Positif
Baik;Positif
Saya suka aplikasi ini;Positif
opsional;Positif
Dengan adanya aplikasi ini sangat membantu process daftar ke RS;Positif
suka;Positif
Sangat membantu dengan aplikasi ini, sangat memudahkan dalam hal pendaftaran online untuk cek up dan kontrol pasien, kalau perlu ditingkatkan lagi untuk pemilihan asuransinya. Tks;Positif
PELAYANAN RS SILOAM SRIWIJAYA PALEMBANG SANGAT BURUK TERUTAMA BAGIAN FARMASI, PENGIRIMAN OBAT LAMA, BEROBAT DARI SIANG SAMPE MALAM GAK KUNJUNG DIKIRIM OBATNYA;Negatif
baik sekali;Positif
Pelayanan baik;Positif
bebeapa kali booking dokter di cancel karena dokter tidak datang.untuk booking lagi H-1 dan kebentur jadwal yang tidak ada.;Negatif
Semua Sangat Baik;Positif
Alhamdulillah, susternya ramah2 kemarin dg dr Fahmi berobat THT Alhamdulillah dijelaskan dengan jelas ramah terima kasih banyak , untuk aplikasinya juga berjalan baik lebih mudah melihat histori;Positif
mantap;Positif
Layanan IGD dan layanan kamar sangat memuaskan. Keluarga saya dari kampung sampai bilang kamarnya seperti di hotel, bersih, layanan makanan tepat waktu dan sangat higienis. Perawatnya sangat ramah dan selalu melayani dengan senyum. Sangat luar biasa. Pasien sembuh/pulih dengan layanan seperti itu. Obat itu nomor dua. Itulah pengalaman saya di RS Siloam Ambon.;Positif
Good job;Positif
Bagus;Positif
Cara daftar lewat aplikasi, aplikasi cacat server error. Langsung ke RS nya katanya sudah tutup dokter nya. Padahal waktu di waktu jelas. Sekelas siloam pelayan jelek seperti.;Negatif
update aplikasinya sangat lama,,;Negatif
Bagus dan semoga ke depan lebih baik lg;Positif
Pelayanannya bagus,cepat,daftar lewat app sampai rs lngsung ketemu dokternya gx pake lama.;Positif
Oke;Positif
aplikasi yang sangat baik;Positif
Ok;Positif
Memudahkan pasien dalam pelayanan rawat jalan 👍🏼;Positif
Pelayanan buruk. Siloam medan perlu diajarin lagi pelayanannya.. pelayanan yang sangat buruk;Negatif
Oke;Positif
Sangat memuaskan pelayanan nya, terimakasih.🌹;Positif
Bagus;Positif
Sangat membantu;Positif
Rada membantu sih,, tapi kenapa kok disuruh UPDATE terus 🤷🏻‍♂️🤦🏻‍♂️;Positif
pelayanan bagus;Positif
Mantap sekali;Positif
keren banget pelayanannya;Positif
memuaskan;Positif
Pelayanan baik;Positif
Sangat baik;Positif
Aplikasi tidak kompatibel dengan Smartphone Huawei AppGallery;Negatif
Aplikasi sangat tidak membantu, ada fitur self check in dan check in di rumah sakit tapi tidak berguna, saya pantau di aplikasinya antrian jalan, aktualnya saya tanya ke perawat di Siloam Cikarang antrian harus sesuai buku antrian milik perawat bukan lewat apps. Apa fungsinya apps ini? Buat appointment di aplikasi juga ga berguna, ujung-ujungnya tetap first come first serve. Saya merekomendasikan untuk uninstall sebelum layanan nya sudah terintegrasi dengan aktual baru saya install lagi;Negatif
kenapa di buka gak lancar slalu tersendat sendat;Negatif
PELAYANAN KESEHATAN YANG BAGUS, BERSIH, NYAMAN DAN RAPIH;Positif
Pelayanan sangat baik;Positif
Rs siloam semarang pelayanan bagus;Positif
Bagus;Positif
Terima Kasih. Dan Thak verimuch.. Afrisal cbsdra Sag MM. Dari Nama. Gaul Google Com .;Positif
Siloam purwakarta terbaik;Positif
Mantap ga repot lagi utk boking tgl buka aplikasi klik RS klik dokter yg dituju dan RS yg pilih ..utk ambil obat juga tgl scan dr aplikasi bres mantap banget;Positif
Pelayanan nya sangat baik;Positif
Sangat membantu dalam hal booking online dan cek histori;Positif
Simple;Positif
Terima kasih dan salam sukses;Positif
Aplikasi sangat membantu pasien dan informatif;Positif
Rumah sakit bersih,dokter dan perawat ramah.;Positif
Memudahkan untuk janji temu SM dokter yg di inginkan;Positif
Sangat memuaskan;Positif
Sangat berguna sekali;Positif
Rumah sakit tanpa antri, the best;Positif
Mau bikin janji temu, diarahkan ke call center. Di tunggu 5 menit ga ada yang angkat. Keliatannya call centernya tidak 24 jam. Kemudian, saya juga menemukan bug kecil pada saat pengisian data.;Negatif
Mantap, sangat membantu;Positif
Hanya di peruntungkan untuk umum, sangat2 kecewa dengan ada nya sistem ini, semakin terlihat perbedaan antara si kaya dan si miskin, sistem booking yg hanya di peruntungkan untuk umum, booking umum bisa lebih awal dan dapat nomer kecil, sedangkan bpjs harus booking lewat website saja, dan akan dapat nomer antrean besar. Semoga wakil rakyat khusus nya pak dedi mulyadi bisa menindak lanjuti masalah ini;Negatif
Lebih mempermudah informasi dan akses booking pendaftaran dokter;Positif
bagus aplikasinya;Positif
Mungkin Yg ngerating 4 dan 5 adalah pegawai.. yg rating 1 - 3 asli pelanggan. :);Negatif
Keren sekali bangga ada siloam terdekat;Positif
memudahkan;Positif
Ok;Positif
Siloam Surabaya gila pelayanan dan sistem antrian sangat buruk. Nunggu 1 obat oles bisa 2 jam. Gila gila gak sesuai nih dapet rating 4.6.;Negatif
Sangat membantu untuk mendapatkan informasi;Positif
Good;Positif
Lancaar.;Positif
Anti ribet;Positif
Cukup untuk mengetahui informasi ttg penjadwalan;Positif
Cukup m3mbantu, mgkn utk reservasi lbh difungsikan lagi, karena ke5ika pada hari H mesti dftr lagi secara offline, dan yg sudah reservasi online bisa diserobot yg dftr ogfline.;Positif
Pelayanan bagus, pegawainya sebagian besar ramah;Positif
Aplikasi sesuai kebutuhan saat ini (digitalisasi);Positif
Good;Positif
buruk;Negatif
Pelayanan Dari RS Siloam adalah sangat baik. Tetapi yang jadi masalah disini adalah, ketika kita buat janji lewat My Siloam, pada saat kita datang ke Rumah sakit Tetap ada antrian. Kecuali kalo Customer servicenya berada di tempat bisa langsung ke CS dan dilayani. Mungkin dalam hal ini harus ada pembenahan. Bahwa counter MY Siloam hanya benar benar melayani Pasien yang daftar lewat aplikasi. Bukan melayani hal hal yang lain. Terima kasih.;Positif
Ok;Positif
Informasi lengkap dan mudah untuk buat janji temu.;Positif
Sangat bermanfaat;Positif
Keren 👍;Positif
Sangat membantu;Positif
Setelah update kenapa tidak bisa masuk ke aplikasi kembali ? Kode otp tidak terkirim;Negatif
Jika gak mau kasih akses lebih setidaknya permudah untuk meminta akses ke security. Ini kami di lobby meminta bantuan ke security katanya suruh orang yang diatas turun. Jadi kami harus menyuruh pasien turun? Kenapa pas kami tanya suster katanya bisa minta bantuan security?;Negatif
Hari senin saya dirujuk dr mata utk mrnjali laser mata kiri dan kanan mhn petunjuk tetabg laser karena saya sudah ops syaraf mata kiri dan kanan juga ops katarak tapi belakangan ini kabur penglihatan walaupun sudah pakai kava mata tks;Negatif
Mantap oke;Positif
Masih tetep antri ya meski pakai aplikasi, kukira langsung bisa menuju poli.. Kecewa di aplikasi ada pilihan jam janji temu giliran sampai RS dibilang dokter sudah tutup. Gunanya ada pilihan jam apa ya kalau gitu? Terus juga pemberitahuan bikin gemes, sampai RS jam 15.10 dari janji temu jam 15.48 ndak taunya ada WA jam 15.15 pemberitahuan kalau dokter tutup.. halo halo aku lungo nyang RS lak yo perlu waktu lan ragat juga mbok yo nak ngei pemberitahuan ki minimal sejam sebelumnya;Negatif
Kalau belum siap dengan layanan telekonsultasi lbh baik tidak usah sekalian. Kami niatnya ingin simpel dan ringkas malah jadi ribet dan keluar biaya lbh banyak;Negatif
Katanya pake app spya gak ngantri, ini msh aja ngantri padahl da booking jauh2 hari.... gak usah deh nyuruh org download app segala kalau appx gak bagus gini gak bermanfaat, giloran dtg langsung buat booking disuruh pake app. Maksudnya apa si;Negatif
Mantap;Positif
full.data;Negatif
jelek banget;Negatif
Rumah Sakit swasta yang melayani peserta BPJS dengan sangat baik. Rumah sakitnya wangi jadi berasa di hotel. Menu makanan kalau tidak suka bisa request. Joss pokoknya. Terimakasih RS Siloam Yogyakarta;Positif
Bagus;Positif
Ok recomendded buat yang mau berobat pelayanan suster sama dokternya ramah dan baik;Positif
APLIKASI RUSAK, MENUNGGU KODE TOKEN UNTUK PORTAL PASIEN SUDAH LEBIH 1 JAM DI RS. SILOAM MANADO TAPI TIDAK BISA DI KIRIM KE MAIL. KALAU BARANG RUSAK JANGAN DI TAWARKAN KE PASIEN 👎👎;Negatif
Knp sangat lama hasil tes covid masuk ke aplikasi peduli lindungi;Negatif
Anggak bisa apa kodenya;Negatif
jelek;Negatif
jelek bingung;Negatif
Bagus;Positif
Bagus pelayanan yang bagus ramah dan nyaman;Positif
Pelayanannya memuaskan;Positif
banyak eror;Negatif
